created_at,timestamp,static_updated_at,position_updated_at,mmsi,latitude,longitude,speed,course,heading,imo,name,call_sign,flag,draught,ship_type_code,ship_type,length,width,eta,destination,status,collection_type
2024-01-01 00:00:34.625 UTC,2024-01-01 00:00:04 UTC,2023-12-31 23:58:42 UTC,2024-01-01 00:00:04 UTC,657179100,5.3716716666666668,4.3023633333333331,6.7,21.2,511,9740512,PRINCESS JASMINE    ,5OED9  ,NG,1.8,90,Other,40,8,2023-05-15 23:55:00 UTC,MOBIL FIELD         ,0,terrestrial
2024-01-01 00:00:06.081 UTC,2024-01-01 00:00:04 UTC,2023-12-31 23:59:40 UTC,2024-01-01 00:00:04 UTC,770576153,-34.90027,-56.203326666666662,0,323.7,511,0,OPTIMO II           ,CXLJ   ,UY,3,30,Fishing Vessel,21,6,,@@@@@@@@@@@@@@@@@@@@,0,terrestrial
2024-01-01 00:00:18.444 UTC,2024-01-01 00:00:04 UTC,2023-12-31 23:58:17 UTC,2024-01-01 00:00:04 UTC,657108000,4.2606116666666667,7.3158966666666663,0,264.4,511,8763050,SEACOR ENDURANCE    ,5NMJ6  ,NG,0,90,Other,30,10,,@@@@@@@@@@@@@@@@@@@@,15,terrestrial
2024-01-01 00:00:18.719 UTC,2024-01-01 00:00:04 UTC,2023-12-31 23:59:07 UTC,2024-01-01 00:00:04 UTC,657175600,4.1712333333333333,7.4978333333333333,6.3,108.2,102,9869825,TMC PHOENIX         ,5NYL9  ,NG,1.7,60,Passenger Ship,40,8,2023-12-26 21:50:00 UTC,AMENAM              ,0,terrestrial
2024-01-01 00:00:04.712 UTC,2024-01-01 00:00:04 UTC,2023-12-31 23:58:32 UTC,2024-01-01 00:00:04 UTC,657196600,4.684728333333334,7.1569899999999995,0,360,511,9892353,GUARDIAN  11        ,5OLK   ,NG,2,69,Passenger Ship,40,8,2023-01-27 15:00:00 UTC,ONNE-PORT           ,0,terrestrial
2024-01-01 00:00:04.224 UTC,2024-01-01 00:00:04 UTC,2023-12-31 23:54:49 UTC,2024-01-01 00:00:04 UTC,657972000,4.6894733333333338,7.1574633333333333,0,154.9,511,8892394,SECWAV 1            ,5NWN5  ,NG,2,90,Other,30,7,2023-04-26 18:00:00 UTC,RENDAVOS POINT      ,2,terrestrial
2024-01-01 00:00:04.883 UTC,2024-01-01 00:00:04 UTC,2023-12-31 23:59:02 UTC,2024-01-01 00:00:04 UTC,657101100,4.0467266666666664,7.50842,0.1,56.4,262,9668257,MV TEMILE           ,5NX0   ,NG,5,90,Other,87,19,2023-12-27 01:00:00 UTC,YOHO                ,0,terrestrial
2024-01-01 00:00:05.565 UTC,2024-01-01 00:00:04 UTC,2024-01-01 00:00:04 UTC,2024-01-01 00:00:00 UTC,564970000,-0.65666666666666662,8.8116666666666674,,,,9694476,BW BOBCAT           ,9V2551 ,SG,8.1,80,Tanker,183,32,2024-12-20 13:00:00 UTC,GA POG              ,,terrestrial
2024-01-01 00:00:06.207 UTC,2024-01-01 00:00:04 UTC,2024-01-01 00:00:02 UTC,2024-01-01 00:00:04 UTC,204212000,-34.898636666666668,-56.198816666666666,0,0,511,8017164,VERDEMILHO@@@@@@@@@@,CUOZ@@@,PT,4.5,30,Fishing Vessel,36,8,2024-03-10 06:00:00 UTC,MONTEVIDEO@@@@@@@@@@,0,terrestrial
2024-01-01 04:25:53.749 UTC,2024-01-01 00:00:04 UTC,2023-12-31 21:43:27 UTC,2024-01-01 00:00:04 UTC,412549097,-49.821313333333336,-64.846973333333338,8.5,35.6,38,0,HONG_PU_17          ,BZ2UE  ,CN,0,30,Fishing Vessel,59,10,,@@@@@@@@@@@@@@@@@@@@,15,satellite
2024-01-01 00:00:35.056 UTC,2024-01-01 00:00:04 UTC,2023-12-31 23:56:24 UTC,2024-01-01 00:00:04 UTC,657993000,6.3245233333333335,3.45848,6.1,135.8,134,9607318,MT SANTA MONICA     ,5NXF   ,NG,4.5,80,Tanker,112,16,2023-11-14 05:00:00 UTC,ARMED GUARDS ONBOARD,0,terrestrial
2024-01-01 00:00:19.103 UTC,2024-01-01 00:00:04 UTC,2023-12-31 23:59:47 UTC,2024-01-01 00:00:04 UTC,657149300,4.237753333333333,8.0087483333333331,0.6,307.8,270,9694127,TOPAZ SEEMA         ,V7DL5  ,NG,5.3,98,Other,75,17,2023-12-22 00:30:00 UTC,FSOYOHO             ,8,terrestrial
2024-01-01 00:19:56.729 UTC,2024-01-01 00:00:04 UTC,2023-12-31 22:55:48 UTC,2024-01-01 00:00:04 UTC,725003138,-52.921596666666666,-70.789423333333332,1.2,187.2,511,0,DRAKE               ,CA7699 ,CL,0,29,Search and Rescue,17,5,,@@@@@@@@@@@@@@@@@@@@,15,satellite
2024-01-01 00:20:14.114 UTC,2024-01-01 00:00:04 UTC,2023-12-31 23:56:49 UTC,2024-01-01 00:00:04 UTC,725001965,-53.159459999999996,-70.84469,0.1,342.6,222,9650573,PIONEROS            ,CBPK   ,CL,10,80,Tanker,183,32,2023-12-27 08:00:00 UTC,CL PUQ              ,1,satellite
2024-01-01 00:00:04.163 UTC,2024-01-01 00:00:04 UTC,2023-12-31 23:54:58 UTC,2024-01-01 00:00:04 UTC,657194900,3.575545,7.4216766666666665,2,260.2,267,9749673,WARAMI 10           ,5OLA   ,NG,5,16,Wing In Ground,65,16,2023-12-28 16:00:00 UTC,USAN                ,8,terrestrial
2024-01-01 00:00:06.477 UTC,2024-01-01 00:00:04 UTC,2023-12-31 23:59:37 UTC,2024-01-01 00:00:04 UTC,538005139,4.455265,7.1573066666666669,0,258.7,24,9475428,ENFORD              ,V7BH2  ,MH,5,80,Tanker,144,23,2023-12-31 16:30:00 UTC,ARM GUARDS ONBOARD  ,0,terrestrial
2024-01-01 00:51:42.253 UTC,2024-01-01 00:00:04 UTC,2023-12-31 20:35:17 UTC,2024-01-01 00:00:04 UTC,710006492,-25.657418333333332,-42.859581666666671,0.4,147.3,192,9418705,OCEANICASUB IX      ,PU7918 ,BR,5.5,99,Other,80,16,2023-01-30 15:00:00 UTC,B.SANTOS            ,0,satellite
2024-01-01 00:00:04.223 UTC,2024-01-01 00:00:04 UTC,2023-12-31 23:52:49 UTC,2024-01-01 00:00:04 UTC,212298000,-5.404275,12.165535,0.9,131.9,511,9679476,SL KIWI             ,5BAU4  ,CY,3.9,52,Tug,21,8,2023-04-04 18:00:00 UTC,MALONGO-ANGOLA      ,0,terrestrial
2024-01-01 00:00:18.613 UTC,2024-01-01 00:00:04 UTC,2023-12-31 23:57:04 UTC,2024-01-01 00:00:04 UTC,657100000,4.1021533333333329,8.2655633333333345,0,324.4,22,9664249,DAENERYS TARGARYEN  ,5NXI2  ,NG,5.2,56,Special Craft,75,17,2023-07-28 15:00:00 UTC,ONNE NIGERIA        ,0,terrestrial
2024-01-01 00:00:18.15 UTC,2024-01-01 00:00:04 UTC,2023-12-31 23:56:29 UTC,2024-01-01 00:00:04 UTC,657175400,4.11051,8.1831283333333342,0.3,331.4,312,9747209,YAKOLO              ,5OHG   ,NG,4.5,99,Other,68,17,2023-05-31 11:30:00 UTC,EBOK TERMINAL       ,0,terrestrial
2024-01-01 00:51:42.479 UTC,2024-01-01 00:00:04 UTC,2023-12-31 23:32:31 UTC,2024-01-01 00:00:04 UTC,636014286,-22.252135,-39.32821,11.7,44.2,45,9407407,HORIZON THEONI      ,A8SS5  ,LR,11,80,Tanker,183,32,2023-01-06 05:00:00 UTC,BR SLZ              ,0,satellite
2024-01-01 04:25:53.353 UTC,2024-01-01 00:00:04 UTC,2023-12-31 22:33:55 UTC,2024-01-01 00:00:04 UTC,352001472,-53.237206666666665,-73.25440833333333,10.3,320.3,321,9188908,TARSUS-M            ,3E2488 ,PA,11.3,70,Cargo,186,30,2023-12-30 12:35:00 UTC,MAGELLAN            ,0,satellite
2024-01-01 00:00:20.496 UTC,2024-01-01 00:00:04 UTC,2023-12-31 23:59:13 UTC,2024-01-01 00:00:04 UTC,205184000,3.6674666666666669,7.4638233333333339,0.1,340.6,315,9941855,BRUGGE              ,ONAB   ,BE,9.5,80,Tanker,270,46,2023-12-28 04:00:00 UTC,CI ABJ > NG USA     ,0,terrestrial
2024-01-01 00:00:19.485 UTC,2024-01-01 00:00:04 UTC,2023-12-31 23:59:15 UTC,2024-01-01 00:00:04 UTC,657968000,4.101665,8.2753283333333325,0.2,47.3,21,9664251,ANASTASIS           ,5NMF6  ,NG,5.4,90,Other,75,17,2023-12-24 14:00:00 UTC,ONNE PORT           ,0,terrestrial
2024-01-01 00:51:30.56 UTC,2024-01-01 00:00:04 UTC,2023-12-31 21:54:55 UTC,2024-01-01 00:00:04 UTC,710006260,-22.373833333333334,-40.05104333333334,0.4,66.5,220,9387243,SKANDI NITEROI@@@@@@,PPZZ@@@,BR,7.4,33,Special Craft,141,26,2023-12-01 20:00:00 UTC,MARLIM@@@@@@@@@@@@@@,3,satellite
2024-01-01 00:00:04.581 UTC,2024-01-01 00:00:04 UTC,2023-12-31 23:47:31 UTC,2024-01-01 00:00:04 UTC,657134000,5.4365583333333332,5.141465,0,269.7,511,9574224,LOUIS J EYMARD      ,5OBF2  ,NG,3,90,Other,34,21,2023-03-05 12:00:00 UTC,OKAN 27             ,0,terrestrial
2024-01-01 00:46:10.116 UTC,2024-01-01 00:00:04 UTC,2023-12-31 20:27:14 UTC,2024-01-01 00:00:04 UTC,636016497,-6.8141283333333327,-28.325,11.1,134.8,133,9689172,GENCO WEATHERLY     ,D5GL7  ,LR,12.5,70,Cargo,200,32,2023-01-31 16:00:00 UTC,SGSIN               ,0,satellite
2024-01-01 00:00:04.671 UTC,2024-01-01 00:00:04 UTC,2023-12-31 23:59:26 UTC,2024-01-01 00:00:04 UTC,259006000,-22.839841666666665,-43.139901666666667,0,287.2,44,9484845,STRIL EXPLORER      ,LAZT7  ,NO,4.5,70,Cargo,76,16,2023-12-21 13:00:00 UTC,BRRIO               ,1,terrestrial
2024-01-01 00:00:32.273 UTC,2024-01-01 00:00:04 UTC,2023-12-31 23:58:14 UTC,2024-01-01 00:00:04 UTC,538002999,-35.017693333333334,-55.489398333333334,0.4,37.1,2,9386421,JOHNNY CASH         ,V7NQ3  ,MH,6.8,70,Cargo,224,32,2023-01-01 01:00:00 UTC,RECALADA            ,0,terrestrial
2024-01-01 00:46:10.039 UTC,2024-01-01 00:00:04 UTC,2023-12-31 19:04:10 UTC,2024-01-01 00:00:04 UTC,308122000,-11.238166666666666,-26.388733333333334,16.5,125.5,125,9015199,NEDERLAND STREAM@@@@,C6KD6@@,BS,7.3,70,Cargo,157,24,2023-01-10 20:00:00 UTC,ZACPT@@@@@@@@@@@@@@@,0,satellite
2024-01-01 00:45:26.483 UTC,2024-01-01 00:00:04 UTC,2023-12-31 22:33:41 UTC,2024-01-01 00:00:04 UTC,538005576,-24.040758333333333,-7.304645,14.8,124.1,125,9667540,MISTRAL             ,V7FA5  ,MH,11.9,80,Tanker,226,37,2023-01-19 19:00:00 UTC,IDTSE               ,0,satellite
2024-01-01 04:25:53.812 UTC,2024-01-01 00:00:04 UTC,2023-12-31 21:33:49.963 UTC,2024-01-01 00:00:04 UTC,725000926,-44.221244999999996,-73.432351666666662,11.3,5.8,8,9269104,ORCA CHONO          ,CBOC   ,CL,5.2,70,Cargo,58,10,2023-01-02 12:00:00 UTC,PUERTO MONTT        ,1,satellite
2024-01-01 00:46:10.179 UTC,2024-01-01 00:00:04 UTC,2023-12-31 17:12:12 UTC,2024-01-01 00:00:04 UTC,477661400,-13.956013333333335,-23.328658333333333,12,305.9,310,9473420,RIVERTEC            ,VRGF4  ,HK,9.5,70,Cargo,180,28,2023-01-05 06:00:00 UTC,BR VDC              ,0,satellite
2024-01-01 04:25:53.671 UTC,2024-01-01 00:00:04 UTC,2023-12-31 23:48:54 UTC,2024-01-01 00:00:04 UTC,538004658,-46.710983333333338,-76.39436666666667,13,178,178,9478755,BEKS SEZIN          ,V7YH2  ,MH,6.4,70,Cargo,190,32,2023-01-08 12:00:00 UTC,ARSLO               ,0,satellite
2024-01-01 04:25:53.811 UTC,2024-01-01 00:00:04 UTC,2023-12-31 21:33:26 UTC,2024-01-01 00:00:04 UTC,725017700,-45.39008,-73.654466666666664,14.9,70.6,77,9191632,CONDOR@@@@@@@@@@@@@@,CBCC@@@,CL,6,79,Cargo,132,19,2023-01-01 02:30:00 UTC,CHACABUCO@@@@@@@@@@@,0,satellite
2024-01-01 04:25:53.79 UTC,2024-01-01 00:00:04 UTC,2023-12-31 21:35:28.949 UTC,2024-01-01 00:00:04 UTC,311562000,-51.589766666666669,-74.870658333333324,12.3,285.1,285,8806747,EXPLORIS ONE        ,C6TA8  ,BS,4.5,60,Passenger Ship,108,16,2023-01-01 14:10:00 UTC,ISLA CARLOS III     ,0,satellite
2024-01-01 00:46:10.215 UTC,2024-01-01 00:00:04 UTC,2023-12-31 20:24:07 UTC,2024-01-01 00:00:04 UTC,215762000,-7.2838249999999993,-16.410635,16.4,136.7,136,9872949,LNGSHIPS ATHENA     ,9HA5271,MT,11.5,0,Other,299,46,2023-01-27 06:00:00 UTC,FOR ORDER           ,0,satellite
2024-01-01 00:46:10.113 UTC,2024-01-01 00:00:04 UTC,2023-12-31 22:26:15 UTC,2024-01-01 00:00:04 UTC,219095000,-4.7762983333333331,-30.69383,13.1,203,200,9622241,SAN ANTONIO MAERSK  ,OXCQ2  ,DK,12,79,Cargo,333,48,2023-01-06 03:00:00 UTC,MAPTM > BRSSZ       ,0,satellite
2024-01-01 00:00:06.204 UTC,2024-01-01 00:00:04 UTC,2024-01-01 00:00:04 UTC,2024-01-01 00:00:00 UTC,657104600,3.5858283333333332,7.42475,0.6,75.5,511,9429948,JASCON 39           ,5NXW4  ,NG,4,0,Other,60,16,2024-12-10 15:45:00 UTC,YOHO                ,0,terrestrial
2024-01-01 00:00:04.802 UTC,2024-01-01 00:00:04 UTC,2024-01-01 00:00:04 UTC,2024-01-01 00:00:00 UTC,657104600,3.5858283333333332,7.42475,0.6,75.5,511,9429948,JASCON 39           ,5NXW4  ,NG,4,0,Other,60,16,2024-12-10 15:45:00 UTC,YOHO                ,0,terrestrial
2024-01-01 00:46:10.205 UTC,2024-01-01 00:00:04 UTC,2023-12-31 21:47:23 UTC,2024-01-01 00:00:04 UTC,311000746,-8.7598216666666655,-30.06398,13.6,308.4,308,9827700,PASCAGOULA VOYAGER  ,C6DP9  ,BS,11.2,80,Tanker,336,60,2023-01-15 14:00:00 UTC,CORPUS CHRISTI USA  ,0,satellite
2024-01-01 04:25:53.482 UTC,2024-01-01 00:00:04 UTC,2023-12-31 22:50:46 UTC,2024-01-01 00:00:04 UTC,725001968,-52.485518333333331,-69.512465,0,118.6,242,9741920,PIONERO             ,CA_4537,CL,1.5,69,Passenger Ship,77,18,2023-12-21 15:00:00 UTC,PUERTO WILLIANS     ,8,satellite
2024-01-01 00:00:05.864 UTC,2024-01-01 00:00:05 UTC,,2024-01-01 00:00:05 UTC,657125600,6.4505916666666669,3.3733283333333333,0,85.1,511,,,,NG,,,,,,,,15,terrestrial
2024-01-01 00:00:05.764 UTC,2024-01-01 00:00:05 UTC,2023-12-31 23:58:30 UTC,2024-01-01 00:00:05 UTC,710002514,-22.951538333333335,-43.172158333333329,0.2,93.1,511,,VIDA MANSA@@@@@@@@@@,PU2184@,BR,,37,Pleasure Craft,15,5,,,,terrestrial
2024-01-01 00:00:05.539 UTC,2024-01-01 00:00:05 UTC,2023-12-31 23:54:01 UTC,2024-01-01 00:00:05 UTC,657254600,3.9483433333333333,7.7974266666666665,6.5,193.7,198,9916422,ANDREA 2            ,5OZR   ,NG,1.7,65,Passenger Ship,40,8,2023-12-02 12:00:00 UTC,ODUDU_FIELD         ,0,terrestrial
2024-01-01 00:00:06.478 UTC,2024-01-01 00:00:05 UTC,2023-12-31 23:56:11 UTC,2024-01-01 00:00:05 UTC,701006046,-38.047133333333335,-57.535516666666666,0,235.7,225,8812150,VENTARRON I@@@@@@@@@,8366@@@,AR,5,30,Fishing Vessel,66,11,2023-11-20 08:00:00 UTC,ZONA DE PESCA@@@@@@@,0,terrestrial
2024-01-01 00:00:06.369 UTC,2024-01-01 00:00:05 UTC,2023-12-31 23:56:13 UTC,2024-01-01 00:00:05 UTC,477655900,-24.179923333333331,-46.329835,1.1,266.9,71,9407160,SEASPAN EMPIRE      ,VRGE7  ,HK,12.1,71,Cargo,294,32,2023-01-01 00:00:00 UTC,BRSSZ               ,0,terrestrial
2024-01-01 00:00:07.572 UTC,2024-01-01 00:00:05 UTC,2023-12-31 23:54:50 UTC,2024-01-01 00:00:05 UTC,376275000,5.6249416666666674,0.0050266666666666663,0,171.2,325,9963906,NESTOR PERCY GALLEY ,J8B6460,VC,5.7,52,Tug,28,13,2023-11-03 13:00:00 UTC,TEMA                ,5,terrestrial
2024-01-01 00:00:05.885 UTC,2024-01-01 00:00:05 UTC,2023-12-31 23:59:25 UTC,2024-01-01 00:00:05 UTC,657190800,4.77363,7.0662216666666664,0,275.5,511,8980426,MV SENTINEL         ,5NVK5  ,NG,0,0,Other,110,0,,@@@@@@@@@@@@@@@@@@@@,15,terrestrial
2024-01-01 00:00:05.764 UTC,2024-01-01 00:00:05 UTC,2023-12-31 23:56:38 UTC,2024-01-01 00:00:05 UTC,701007038,-38.049763333333331,-57.53441,0,355.5,511,8707630,EL SANTO@@@@@@@@@@@@,LW8029@,AR,2.4,30,Fishing Vessel,26,6,2023-11-16 09:00:00 UTC,SAN ANTONIO ESTE@@@@,0,terrestrial
2024-01-01 00:00:06.711 UTC,2024-01-01 00:00:05 UTC,2023-12-31 23:58:42 UTC,2024-01-01 00:00:05 UTC,701006407,-38.78311,-62.299506666666666,0,263.9,165,9417347,DELTAMAR IV @@@@@@@@,LW4678 ,AR,3.6,90,Other,52,11,2023-09-03 11:00:00 UTC,BAHIA BLANCA@@@@@@@@,0,terrestrial
2024-01-01 00:01:00.307 UTC,2024-01-01 00:00:05 UTC,2023-12-31 23:56:53 UTC,2024-01-01 00:00:05 UTC,710999978,-22.843585,-43.133398333333339,0.1,71.7,27,8501907,ASTRO ENCHOVA       ,PQ5084 ,BR,3.2,73,Cargo,66,12,2023-12-14 08:00:00 UTC,RIO DE JANEIRO      ,12,terrestrial
2024-01-01 00:00:21.39 UTC,2024-01-01 00:00:05 UTC,2023-12-31 23:55:30 UTC,2024-01-01 00:00:05 UTC,657179400,4.1147866666666664,7.2013950000000007,0.9,315.3,146,9878577,MV LOUISA AIS2      ,5OHZ   ,NG,0,0,Other,0,0,,@@@@@@@@@@@@@@@@@@@@,0,terrestrial
2024-01-01 00:00:19.776 UTC,2024-01-01 00:00:05 UTC,2023-12-31 23:42:53 UTC,2024-01-01 00:00:05 UTC,657200700,4.242135,7.5571433333333333,6.7,357.5,0,9881782,DEFENDER III        ,5OMV   ,NG,2,40,High-Speed Craft,33,7,2023-07-12 17:00:00 UTC,ODUDU               ,0,terrestrial
2024-01-01 00:00:08.977 UTC,2024-01-01 00:00:05 UTC,2023-12-31 23:57:00 UTC,2024-01-01 00:00:05 UTC,701006085,-38.045456666666674,-57.540118333333332,0,152.1,511,8708098,NAVEGANTES III      ,LW2821@,AR,3.8,30,Fishing Vessel,68,10,2023-07-08 02:00:00 UTC,MAR DEL PLATA       ,0,terrestrial
2024-01-01 00:00:05.332 UTC,2024-01-01 00:00:05 UTC,2023-12-31 23:55:54 UTC,2024-01-01 00:00:05 UTC,657104100,4.4251466666666666,7.1407549999999995,4.5,105,511,0,SUR DEFENDER        ,5NUT3  ,NG,1,0,Other,0,0,2023-07-25 15:00:00 UTC,NNLG-BONNYISLAND NIG,0,terrestrial
2024-01-01 00:00:06.469 UTC,2024-01-01 00:00:05 UTC,2023-12-31 23:57:59 UTC,2024-01-01 00:00:05 UTC,311016600,-34.894635,-56.200565,0,160.4,158,9406104,CS CAPRICE          ,C6YD5  ,BS,8.1,70,Cargo,179,28,2023-12-29 16:00:00 UTC,UY MVD              ,0,terrestrial
2024-01-01 00:00:21.219 UTC,2024-01-01 00:00:05 UTC,2023-12-31 23:58:37 UTC,2024-01-01 00:00:05 UTC,657717000,3.9594,7.3188783333333332,0.4,44.5,511,0,NNS  VALIANT@@@@@@@@,P745@@@,NG,0,35,Special Craft,0,0,,@@@@@@@@@@@@@@@@@@@@,0,terrestrial
2024-01-01 00:00:05.13 UTC,2024-01-01 00:00:05 UTC,2023-12-31 23:58:42 UTC,2024-01-01 00:00:05 UTC,657179100,5.370755,4.302015,6.5,18.1,511,9740512,PRINCESS JASMINE    ,5OED9  ,NG,1.8,90,Other,40,8,2023-05-15 23:55:00 UTC,MOBIL FIELD         ,15,terrestrial
2024-01-01 00:00:06.682 UTC,2024-01-01 00:00:05 UTC,2024-01-01 00:00:05 UTC,2024-01-01 00:00:00 UTC,312845000,6.3242133333333337,3.3576016666666666,0.8,74.1,282,9339791,MY LAMA             ,V3TD3  ,BZ,9,70,Cargo,170,26,2024-02-01 06:00:00 UTC,NG PHC              ,1,terrestrial
2024-01-01 00:00:05.312 UTC,2024-01-01 00:00:05 UTC,2023-12-31 23:57:31 UTC,2024-01-01 00:00:05 UTC,657159900,4.4282616666666668,7.1548083333333334,0,216,511,9822281,ATIMA II            ,5OEA2  ,NG,1.8,60,Passenger Ship,40,8,2023-11-14 20:00:00 UTC,BONNY               ,0,terrestrial
2024-01-01 00:00:08.087 UTC,2024-01-01 00:00:05 UTC,2023-12-31 23:55:17 UTC,2024-01-01 00:00:05 UTC,710005550,-25.502043333333333,-48.520836666666668,0,103.4,511,9601560,C CRISTAL           ,PPZJ   ,BR,6,52,Tug,30,11,,PARANAGUA-PR        ,0,terrestrial
2024-01-01 00:19:56.823 UTC,2024-01-01 00:00:05 UTC,2023-12-31 23:57:35 UTC,2024-01-01 00:00:05 UTC,701000651,-47.75413,-65.91183,0,0,511,8612524,ARBUMASA I@@@@@@@@@@,LW 8500,AR,4.5,30,Fishing Vessel,45,8,2023-09-22 04:00:00 UTC,PUERTO DESEADO@@@@@@,0,satellite
2024-01-01 00:00:07.223 UTC,2024-01-01 00:00:05 UTC,2023-12-31 23:59:27 UTC,2024-01-01 00:00:05 UTC,770576272,-34.596688333333333,-58.367961666666666,0,321.7,343,9610028,FRANCISCO           ,CXOJ   ,UY,3,40,High-Speed Craft,99,26,2023-12-30 17:08:00 UTC,MVD.BSAS.MVD        ,0,terrestrial
2024-01-01 00:00:11.067 UTC,2024-01-01 00:00:05 UTC,2023-12-31 23:54:41 UTC,2024-01-01 00:00:05 UTC,636015762,5.0010483333333333,4.071735,13.3,152,154,9579535,ALMI SUN            ,D5CQ8  ,LR,9.3,80,Tanker,274,48,2023-01-02 23:01:00 UTC,NG ABM              ,0,terrestrial
2024-01-01 00:00:08.474 UTC,2024-01-01 00:00:05 UTC,2023-12-31 23:58:14 UTC,2024-01-01 00:00:05 UTC,770576247,-34.899015,-56.198803333333331,0,0,511,8320652,D9 ALFREDO LABADIE  ,CXOG   ,UY,6,33,Special Craft,90,18,,@@@@@@@@@@@@@@@@@@@@,0,terrestrial
2024-01-01 00:00:05.332 UTC,2024-01-01 00:00:05 UTC,2023-12-31 23:55:15 UTC,2024-01-01 00:00:05 UTC,701000578,-38.045776666666669,-57.539813333333335,0,360,511,9001502,FRANCO@@@@@@@@@@@@@@,LW 9049,AR,3.4,30,Fishing Vessel,31,8,2023-10-11 19:00:00 UTC, Z/ PESCA 4508 6159@,8,terrestrial
2024-01-01 00:00:07.224 UTC,2024-01-01 00:00:05 UTC,2023-12-31 23:59:10 UTC,2024-01-01 00:00:05 UTC,701001255,-38.048718333333333,-57.53797,0,31,511,9994149,JOSE LUCIANO@@@@@@@@,LW 4659,AR,4,30,Fishing Vessel,27,8,,@@@@@@@@@@@@@@@@@@@@,15,terrestrial
2024-01-01 00:00:07.708 UTC,2024-01-01 00:00:05 UTC,2023-12-31 23:58:41 UTC,2024-01-01 00:00:05 UTC,701006750,-38.92414,-62.071643333333334,0,343.2,511,7904968,ALVAREZ ENTRENA VI  ,LW 4627,AR,4,30,Fishing Vessel,32,8,2023-08-21 10:00:00 UTC,@@@@@@@@@@@@@@@@@@@@,0,terrestrial
2024-01-01 00:00:05.477 UTC,2024-01-01 00:00:05 UTC,2024-01-01 00:00:05 UTC,2024-01-01 00:00:00 UTC,312845000,6.3242133333333337,3.3576016666666666,0.8,74.1,282,9339791,MY LAMA             ,V3TD3  ,BZ,9,70,Cargo,170,26,2024-02-01 06:00:00 UTC,NG PHC              ,1,terrestrial
2024-01-01 00:00:05.477 UTC,2024-01-01 00:00:05 UTC,2023-12-31 23:56:21 UTC,2024-01-01 00:00:05 UTC,375058000,6.4413433333333332,3.2862116666666665,0,15.1,6,9804150,NNS KANO            ,J8B6098,VC,2.3,40,High-Speed Craft,41,8,2023-09-23 17:05:00 UTC,LAGOS-NAVY          ,4,terrestrial
2024-01-01 00:00:05.291 UTC,2024-01-01 00:00:05 UTC,2023-12-31 23:48:09 UTC,2024-01-01 00:00:05 UTC,701808000,-37.074085,-56.547533333333334,15.8,212,213,7533628,ALMIRANTE IRIZAR    ,LOAI   ,AR,9.6,35,Special Craft,119,25,2023-01-07 16:05:00 UTC,ANTARTIDA ARGENTINA ,0,terrestrial
2024-01-01 00:00:05.291 UTC,2024-01-01 00:00:05 UTC,2023-12-31 23:58:31 UTC,2024-01-01 00:00:05 UTC,657190700,4.224645,8.0252566666666674,1.4,53.1,511,9567568,SURFER 2604@@@@@@@@@,5OGJ2@@,NG,1.2,69,Passenger Ship,25,6,2023-11-24 19:20:00 UTC,YOHO@@@@@@@@@@@@@@@@,0,terrestrial
2024-01-01 00:00:07.224 UTC,2024-01-01 00:00:05 UTC,2023-12-31 23:51:41 UTC,2024-01-01 00:00:05 UTC,701006044,-38.047193333333333,-57.535405,0,247,220,8709509,GEMINIS@@@@@@@@@@@@@,LW9882@,AR,0,30,Fishing Vessel,60,12,2023-11-08 15:00:00 UTC,MAR DEL PLATA       ,8,terrestrial
2024-01-01 00:00:40.22 UTC,2024-01-01 00:00:05 UTC,2023-12-31 23:57:50 UTC,2024-01-01 00:00:05 UTC,657194600,5.3568583333333333,4.2906583333333339,7.1,195.1,195,9804186,MV MEDIATOR IV      ,50KX   ,NG,2.5,40,High-Speed Craft,42,8,,YOHO                ,8,terrestrial
2024-01-01 00:00:05.374 UTC,2024-01-01 00:00:05 UTC,2023-12-31 23:54:47 UTC,2024-01-01 00:00:05 UTC,710002542,-23.938645,-46.313493333333334,0,220.4,511,9806378,SAAM ARUA           ,PU2251 ,BR,5,4,,25,11,,SANTOS              ,12,terrestrial
2024-01-01 00:00:08.475 UTC,2024-01-01 00:00:05 UTC,2023-12-31 23:59:04 UTC,2024-01-01 00:00:05 UTC,701006727,-38.789218333333331,-62.275901666666662,0,47,511,0,MINCHOS OCTAVO      ,LW2711 ,AR,4,30,Fishing Vessel,30,8,2023-10-04 11:30:00 UTC,ING WHITE  0@@@@@@@@,5,terrestrial
2024-01-01 00:00:05.291 UTC,2024-01-01 00:00:05 UTC,2023-12-31 23:26:17 UTC,2024-01-01 00:00:05 UTC,657132600,4.4069266666666662,7.8201300000000007,0.2,73.4,511,9010474,MV-ASHA@@@@@@@@@@@@@,5NZS2  ,NG,25.5,39,Reserved,0,0,2023-01-01 00:00:00 UTC, @@@@@@@@@@@@@@@@@@@,15,terrestrial
2024-01-01 00:00:05.926 UTC,2024-01-01 00:00:05 UTC,2023-12-31 23:57:43 UTC,2024-01-01 00:00:05 UTC,636022512,4.225515,7.3964783333333335,0,322.3,40,9220902,UGBANA@@@@@@@@@@@@@@,5LJD7@@,LR,5.3,52,Tug,75,18,2023-12-24 19:00:00 UTC,IMA@@@@@@@@@@@@@@@@@,3,terrestrial
